"","DivisionNm","CountNum","Surname","GivenNm","PartyAb","PartyNm","CalculationType","Votes"
"6556","Oxley",4,"MOERLAND","Scott Robert","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6557","Oxley",4,"PURCELL","Steven Anthony","GRN","Queensland Greens","Preference Count",12889
"6558","Oxley",4,"PURCELL","Steven Anthony","GRN","Queensland Greens","Transfer Count",1739
"6559","Oxley",5,"BAUER","Russell John","LNP","Liberal National Party of Queensland","Preference Count",39473
"6560","Oxley",5,"BAUER","Russell John","LNP","Liberal National Party of Queensland","Transfer Count",3292
"6561","Oxley",5,"DICK","Dugald Milton","ALP","Australian Labor Party (State of Queensland)","Preference Count",51050
"6562","Oxley",5,"DICK","Dugald Milton","ALP","Australian Labor Party (State of Queensland)","Transfer Count",9597
"6563","Oxley",5,"FERGUSON","Ian Maurice","UAPP","United Australia Party","Preference Count",0
"6564","Oxley",5,"FERGUSON","Ian Maurice","UAPP","United Australia Party","Transfer Count",0
"6565","Oxley",5,"HEAD","Michael Owen","SEP","Socialist Equality Party","Preference Count",0
"6566","Oxley",5,"HEAD","Michael Owen","SEP","Socialist Equality Party","Transfer Count",0
"6567","Oxley",5,"LINDBOM","Janet Lorraine","ON","Pauline Hanson's One Nation","Preference Count",0
"6568","Oxley",5,"LINDBOM","Janet Lorraine","ON","Pauline Hanson's One Nation","Transfer Count",0
"6569","Oxley",5,"MOERLAND","Scott Robert","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6570","Oxley",5,"MOERLAND","Scott Robert","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6571","Oxley",5,"PURCELL","Steven Anthony","GRN","Queensland Greens","Preference Count",0
"6572","Oxley",5,"PURCELL","Steven Anthony","GRN","Queensland Greens","Transfer Count",-12889
"6573","Petrie",0,"AAI REDDY","Nikhil Kumar Reddy","ON","Pauline Hanson's One Nation","Preference Count",7638
"6574","Petrie",0,"AAI REDDY","Nikhil Kumar Reddy","ON","Pauline Hanson's One Nation","Transfer Count",0
"6575","Petrie",0,"FOWLER","Neville John","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",1494
"6576","Petrie",0,"FOWLER","Neville John","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6577","Petrie",0,"HOPKINS","Troy Maxwell","UAPP","United Australia Party","Preference Count",3361
"6578","Petrie",0,"HOPKINS","Troy Maxwell","UAPP","United Australia Party","Transfer Count",0
"6579","Petrie",0,"HOWARTH","Luke Ronald","LNP","Liberal National Party of Queensland","Preference Count",48879
"6580","Petrie",0,"HOWARTH","Luke Ronald","LNP","Liberal National Party of Queensland","Transfer Count",0
"6581","Petrie",0,"KENNEDY","Jason","GRN","Queensland Greens","Preference Count",8877
"6582","Petrie",0,"KENNEDY","Jason","GRN","Queensland Greens","Transfer Count",0
"6583","Petrie",0,"MULHOLLAND","Corinne Maree","ALP","Australian Labor Party (State of Queensland)","Preference Count",31348
"6584","Petrie",0,"MULHOLLAND","Corinne Maree","ALP","Australian Labor Party (State of Queensland)","Transfer Count",0
"6585","Petrie",1,"AAI REDDY","Nikhil Kumar Reddy","ON","Pauline Hanson's One Nation","Preference Count",8311
"6586","Petrie",1,"AAI REDDY","Nikhil Kumar Reddy","ON","Pauline Hanson's One Nation","Transfer Count",673
"6587","Petrie",1,"FOWLER","Neville John","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6588","Petrie",1,"FOWLER","Neville John","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",-1494
"6589","Petrie",1,"HOPKINS","Troy Maxwell","UAPP","United Australia Party","Preference Count",3622
"6590","Petrie",1,"HOPKINS","Troy Maxwell","UAPP","United Australia Party","Transfer Count",261
"6591","Petrie",1,"HOWARTH","Luke Ronald","LNP","Liberal National Party of Queensland","Preference Count",49137
"6592","Petrie",1,"HOWARTH","Luke Ronald","LNP","Liberal National Party of Queensland","Transfer Count",258
"6593","Petrie",1,"KENNEDY","Jason","GRN","Queensland Greens","Preference Count",9079
"6594","Petrie",1,"KENNEDY","Jason","GRN","Queensland Greens","Transfer Count",202
"6595","Petrie",1,"MULHOLLAND","Corinne Maree","ALP","Australian Labor Party (State of Queensland)","Preference Count",31448
"6596","Petrie",1,"MULHOLLAND","Corinne Maree","ALP","Australian Labor Party (State of Queensland)","Transfer Count",100
"6597","Petrie",2,"AAI REDDY","Nikhil Kumar Reddy","ON","Pauline Hanson's One Nation","Preference Count",9772
"6598","Petrie",2,"AAI REDDY","Nikhil Kumar Reddy","ON","Pauline Hanson's One Nation","Transfer Count",1461
"6599","Petrie",2,"FOWLER","Neville John","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6600","Petrie",2,"FOWLER","Neville John","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6601","Petrie",2,"HOPKINS","Troy Maxwell","UAPP","United Australia Party","Preference Count",0
"6602","Petrie",2,"HOPKINS","Troy Maxwell","UAPP","United Australia Party","Transfer Count",-3622
"6603","Petrie",2,"HOWARTH","Luke Ronald","LNP","Liberal National Party of Queensland","Preference Count",50541
"6604","Petrie",2,"HOWARTH","Luke Ronald","LNP","Liberal National Party of Queensland","Transfer Count",1404
"6605","Petrie",2,"KENNEDY","Jason","GRN","Queensland Greens","Preference Count",9458
"6606","Petrie",2,"KENNEDY","Jason","GRN","Queensland Greens","Transfer Count",379
"6607","Petrie",2,"MULHOLLAND","Corinne Maree","ALP","Australian Labor Party (State of Queensland)","Preference Count",31826
"6608","Petrie",2,"MULHOLLAND","Corinne Maree","ALP","Australian Labor Party (State of Queensland)","Transfer Count",378
"6609","Petrie",3,"AAI REDDY","Nikhil Kumar Reddy","ON","Pauline Hanson's One Nation","Preference Count",10915
"6610","Petrie",3,"AAI REDDY","Nikhil Kumar Reddy","ON","Pauline Hanson's One Nation","Transfer Count",1143
"6611","Petrie",3,"FOWLER","Neville John","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6612","Petrie",3,"FOWLER","Neville John","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6613","Petrie",3,"HOPKINS","Troy Maxwell","UAPP","United Australia Party","Preference Count",0
"6614","Petrie",3,"HOPKINS","Troy Maxwell","UAPP","United Australia Party","Transfer Count",0
"6615","Petrie",3,"HOWARTH","Luke Ronald","LNP","Liberal National Party of Queensland","Preference Count",52346
"6616","Petrie",3,"HOWARTH","Luke Ronald","LNP","Liberal National Party of Queensland","Transfer Count",1805
"6617","Petrie",3,"KENNEDY","Jason","GRN","Queensland Greens","Preference Count",0
"6618","Petrie",3,"KENNEDY","Jason","GRN","Queensland Greens","Transfer Count",-9458
"6619","Petrie",3,"MULHOLLAND","Corinne Maree","ALP","Australian Labor Party (State of Queensland)","Preference Count",38336
"6620","Petrie",3,"MULHOLLAND","Corinne Maree","ALP","Australian Labor Party (State of Queensland)","Transfer Count",6510
"6621","Petrie",4,"AAI REDDY","Nikhil Kumar Reddy","ON","Pauline Hanson's One Nation","Preference Count",0
"6622","Petrie",4,"AAI REDDY","Nikhil Kumar Reddy","ON","Pauline Hanson's One Nation","Transfer Count",-10915
"6623","Petrie",4,"FOWLER","Neville John","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6624","Petrie",4,"FOWLER","Neville John","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6625","Petrie",4,"HOPKINS","Troy Maxwell","UAPP","United Australia Party","Preference Count",0
"6626","Petrie",4,"HOPKINS","Troy Maxwell","UAPP","United Australia Party","Transfer Count",0
"6627","Petrie",4,"HOWARTH","Luke Ronald","LNP","Liberal National Party of Queensland","Preference Count",59331
"6628","Petrie",4,"HOWARTH","Luke Ronald","LNP","Liberal National Party of Queensland","Transfer Count",6985
"6629","Petrie",4,"KENNEDY","Jason","GRN","Queensland Greens","Preference Count",0
"6630","Petrie",4,"KENNEDY","Jason","GRN","Queensland Greens","Transfer Count",0
"6631","Petrie",4,"MULHOLLAND","Corinne Maree","ALP","Australian Labor Party (State of Queensland)","Preference Count",42266
"6632","Petrie",4,"MULHOLLAND","Corinne Maree","ALP","Australian Labor Party (State of Queensland)","Transfer Count",3930
"6633","Rankin",0,"ANDREWS","Peter James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",1593
"6634","Rankin",0,"ANDREWS","Peter James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6635","Rankin",0,"CHALMERS","James Edward","ALP","Australian Labor Party (State of Queensland)","Preference Count",35156
"6636","Rankin",0,"CHALMERS","James Edward","ALP","Australian Labor Party (State of Queensland)","Transfer Count",0
"6637","Rankin",0,"COTTER","Neil Thomas","GRN","Queensland Greens","Preference Count",7709
"6638","Rankin",0,"COTTER","Neil Thomas","GRN","Queensland Greens","Transfer Count",0
"6639","Rankin",0,"DAVIES","Richard Alan","LDP","Liberal Democratic Party","Preference Count",2379
"6640","Rankin",0,"DAVIES","Richard Alan","LDP","Liberal Democratic Party","Transfer Count",0
"6641","Rankin",0,"MOHAMMAD","Yusuf Tahir","","Non Affiliated","Preference Count",1024
"6642","Rankin",0,"MOHAMMAD","Yusuf Tahir","","Non Affiliated","Transfer Count",0
"6643","Rankin",0,"PATTISON","Clinton William","LNP","Liberal National Party of Queensland","Preference Count",26608
"6644","Rankin",0,"PATTISON","Clinton William","LNP","Liberal National Party of Queensland","Transfer Count",0
"6645","Rankin",0,"REDDY","Shyamal","UAPP","United Australia Party","Preference Count",3134
"6646","Rankin",0,"REDDY","Shyamal","UAPP","United Australia Party","Transfer Count",0
"6647","Rankin",0,"SCHNEIDER","Jesse Wade","ON","Pauline Hanson's One Nation","Preference Count",7261
"6648","Rankin",0,"SCHNEIDER","Jesse Wade","ON","Pauline Hanson's One Nation","Transfer Count",0
"6649","Rankin",1,"ANDREWS","Peter James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",1664
"6650","Rankin",1,"ANDREWS","Peter James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",71
"6651","Rankin",1,"CHALMERS","James Edward","ALP","Australian Labor Party (State of Queensland)","Preference Count",35543
"6652","Rankin",1,"CHALMERS","James Edward","ALP","Australian Labor Party (State of Queensland)","Transfer Count",387
"6653","Rankin",1,"COTTER","Neil Thomas","GRN","Queensland Greens","Preference Count",7912
"6654","Rankin",1,"COTTER","Neil Thomas","GRN","Queensland Greens","Transfer Count",203
"6655","Rankin",1,"DAVIES","Richard Alan","LDP","Liberal Democratic Party","Preference Count",2446
"6656","Rankin",1,"DAVIES","Richard Alan","LDP","Liberal Democratic Party","Transfer Count",67
"6657","Rankin",1,"MOHAMMAD","Yusuf Tahir","","Non Affiliated","Preference Count",0
"6658","Rankin",1,"MOHAMMAD","Yusuf Tahir","","Non Affiliated","Transfer Count",-1024
"6659","Rankin",1,"PATTISON","Clinton William","LNP","Liberal National Party of Queensland","Preference Count",26806
"6660","Rankin",1,"PATTISON","Clinton William","LNP","Liberal National Party of Queensland","Transfer Count",198
"6661","Rankin",1,"REDDY","Shyamal","UAPP","United Australia Party","Preference Count",3195
"6662","Rankin",1,"REDDY","Shyamal","UAPP","United Australia Party","Transfer Count",61
"6663","Rankin",1,"SCHNEIDER","Jesse Wade","ON","Pauline Hanson's One Nation","Preference Count",7298
"6664","Rankin",1,"SCHNEIDER","Jesse Wade","ON","Pauline Hanson's One Nation","Transfer Count",37
"6665","Rankin",2,"ANDREWS","Peter James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6666","Rankin",2,"ANDREWS","Peter James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",-1664
"6667","Rankin",2,"CHALMERS","James Edward","ALP","Australian Labor Party (State of Queensland)","Preference Count",35676
"6668","Rankin",2,"CHALMERS","James Edward","ALP","Australian Labor Party (State of Queensland)","Transfer Count",133
"6669","Rankin",2,"COTTER","Neil Thomas","GRN","Queensland Greens","Preference Count",8037
"6670","Rankin",2,"COTTER","Neil Thomas","GRN","Queensland Greens","Transfer Count",125
"6671","Rankin",2,"DAVIES","Richard Alan","LDP","Liberal Democratic Party","Preference Count",2722
"6672","Rankin",2,"DAVIES","Richard Alan","LDP","Liberal Democratic Party","Transfer Count",276
"6673","Rankin",2,"MOHAMMAD","Yusuf Tahir","","Non Affiliated","Preference Count",0
"6674","Rankin",2,"MOHAMMAD","Yusuf Tahir","","Non Affiliated","Transfer Count",0
"6675","Rankin",2,"PATTISON","Clinton William","LNP","Liberal National Party of Queensland","Preference Count",27016
"6676","Rankin",2,"PATTISON","Clinton William","LNP","Liberal National Party of Queensland","Transfer Count",210
"6677","Rankin",2,"REDDY","Shyamal","UAPP","United Australia Party","Preference Count",3416
"6678","Rankin",2,"REDDY","Shyamal","UAPP","United Australia Party","Transfer Count",221
"6679","Rankin",2,"SCHNEIDER","Jesse Wade","ON","Pauline Hanson's One Nation","Preference Count",7997
"6680","Rankin",2,"SCHNEIDER","Jesse Wade","ON","Pauline Hanson's One Nation","Transfer Count",699
"6681","Rankin",3,"ANDREWS","Peter James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6682","Rankin",3,"ANDREWS","Peter James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6683","Rankin",3,"CHALMERS","James Edward","ALP","Australian Labor Party (State of Queensland)","Preference Count",36146
"6684","Rankin",3,"CHALMERS","James Edward","ALP","Australian Labor Party (State of Queensland)","Transfer Count",470
"6685","Rankin",3,"COTTER","Neil Thomas","GRN","Queensland Greens","Preference Count",8291
"6686","Rankin",3,"COTTER","Neil Thomas","GRN","Queensland Greens","Transfer Count",254
"6687","Rankin",3,"DAVIES","Richard Alan","LDP","Liberal Democratic Party","Preference Count",0
"6688","Rankin",3,"DAVIES","Richard Alan","LDP","Liberal Democratic Party","Transfer Count",-2722
"6689","Rankin",3,"MOHAMMAD","Yusuf Tahir","","Non Affiliated","Preference Count",0
"6690","Rankin",3,"MOHAMMAD","Yusuf Tahir","","Non Affiliated","Transfer Count",0
"6691","Rankin",3,"PATTISON","Clinton William","LNP","Liberal National Party of Queensland","Preference Count",28289
"6692","Rankin",3,"PATTISON","Clinton William","LNP","Liberal National Party of Queensland","Transfer Count",1273
"6693","Rankin",3,"REDDY","Shyamal","UAPP","United Australia Party","Preference Count",3644
"6694","Rankin",3,"REDDY","Shyamal","UAPP","United Australia Party","Transfer Count",228
"6695","Rankin",3,"SCHNEIDER","Jesse Wade","ON","Pauline Hanson's One Nation","Preference Count",8494
"6696","Rankin",3,"SCHNEIDER","Jesse Wade","ON","Pauline Hanson's One Nation","Transfer Count",497
"6697","Rankin",4,"ANDREWS","Peter James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6698","Rankin",4,"ANDREWS","Peter James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6699","Rankin",4,"CHALMERS","James Edward","ALP","Australian Labor Party (State of Queensland)","Preference Count",36921
"6700","Rankin",4,"CHALMERS","James Edward","ALP","Australian Labor Party (State of Queensland)","Transfer Count",775
"6701","Rankin",4,"COTTER","Neil Thomas","GRN","Queensland Greens","Preference Count",8839
"6702","Rankin",4,"COTTER","Neil Thomas","GRN","Queensland Greens","Transfer Count",548
"6703","Rankin",4,"DAVIES","Richard Alan","LDP","Liberal Democratic Party","Preference Count",0
"6704","Rankin",4,"DAVIES","Richard Alan","LDP","Liberal Democratic Party","Transfer Count",0
"6705","Rankin",4,"MOHAMMAD","Yusuf Tahir","","Non Affiliated","Preference Count",0
"6706","Rankin",4,"MOHAMMAD","Yusuf Tahir","","Non Affiliated","Transfer Count",0
"6707","Rankin",4,"PATTISON","Clinton William","LNP","Liberal National Party of Queensland","Preference Count",29082
"6708","Rankin",4,"PATTISON","Clinton William","LNP","Liberal National Party of Queensland","Transfer Count",793
"6709","Rankin",4,"REDDY","Shyamal","UAPP","United Australia Party","Preference Count",0
"6710","Rankin",4,"REDDY","Shyamal","UAPP","United Australia Party","Transfer Count",-3644
"6711","Rankin",4,"SCHNEIDER","Jesse Wade","ON","Pauline Hanson's One Nation","Preference Count",10022
"6712","Rankin",4,"SCHNEIDER","Jesse Wade","ON","Pauline Hanson's One Nation","Transfer Count",1528
"6713","Rankin",5,"ANDREWS","Peter James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6714","Rankin",5,"ANDREWS","Peter James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6715","Rankin",5,"CHALMERS","James Edward","ALP","Australian Labor Party (State of Queensland)","Preference Count",43130
"6716","Rankin",5,"CHALMERS","James Edward","ALP","Australian Labor Party (State of Queensland)","Transfer Count",6209
"6717","Rankin",5,"COTTER","Neil Thomas","GRN","Queensland Greens","Preference Count",0
"6718","Rankin",5,"COTTER","Neil Thomas","GRN","Queensland Greens","Transfer Count",-8839
"6719","Rankin",5,"DAVIES","Richard Alan","LDP","Liberal Democratic Party","Preference Count",0
"6720","Rankin",5,"DAVIES","Richard Alan","LDP","Liberal Democratic Party","Transfer Count",0
"6721","Rankin",5,"MOHAMMAD","Yusuf Tahir","","Non Affiliated","Preference Count",0
"6722","Rankin",5,"MOHAMMAD","Yusuf Tahir","","Non Affiliated","Transfer Count",0
"6723","Rankin",5,"PATTISON","Clinton William","LNP","Liberal National Party of Queensland","Preference Count",30438
"6724","Rankin",5,"PATTISON","Clinton William","LNP","Liberal National Party of Queensland","Transfer Count",1356
"6725","Rankin",5,"REDDY","Shyamal","UAPP","United Australia Party","Preference Count",0
"6726","Rankin",5,"REDDY","Shyamal","UAPP","United Australia Party","Transfer Count",0
"6727","Rankin",5,"SCHNEIDER","Jesse Wade","ON","Pauline Hanson's One Nation","Preference Count",11296
